4733,Kiribati,Butaritari,3.0833333,172.8166656,-9999
7113,New Zealand,Takaka,-40.85,172.8000031,44
7117,New Zealand,Amberley,-43.1666667,172.7333374,40
7075,New Zealand,Woodend,-43.3166667,172.6666718,10
7020,New Zealand,Christchurch,-43.5333333,172.6333313,7
7082,New Zealand,Lincoln,-43.65,172.4833374,14
7074,New Zealand,Rolleston,-43.5833333,172.3833313,69
7111,New Zealand,Burnham,-43.6166667,172.3166656,66
7110,New Zealand,Leeston,-43.7666667,172.3000031,20
7094,New Zealand,Oxford,-43.3,172.1833344,256
7101,New Zealand,Darfield,-43.4833333,172.1166687,212
6594,Marshall Islands,Ine,6.9833333,171.6999969,1
7112,New Zealand,Methven,-43.6333333,171.6499939,324
7068,New Zealand,Westport,-41.7526171,171.6036987,5
6592,Marshall Islands,Majuro,7.1,171.3833313,1
7039,New Zealand,Timaru,-44.4,171.25,1
7051,New Zealand,Greymouth,-42.4666667,171.1999969,43
7114,New Zealand,Pleasant Point,-44.2666667,171.1333313,68
7047,New Zealand,Oamaru,-45.0783623,170.9800873,49
7070,New Zealand,Hokitika,-42.7166667,170.9666595,4
7025,New Zealand,Dunedin,-45.8741595,170.5036163,94
7086,New Zealand,Milton,-46.1208333,169.9694519,21
7062,New Zealand,Balclutha,-46.2338889,169.75,55
6593,Marshall Islands,Jabor,5.9166667,169.6499939,-9999
4742,Kiribati,Ooma,-0.9,169.5500031,-9999
4730,Kiribati,Tarawa,-0.869217,169.5406342,1
7063,New Zealand,Wanaka,-44.7,169.1499939,345
7048,New Zealand,Gore,-46.1028235,168.943573,78
7050,New Zealand,Queenstown,-45.0302262,168.6627045,520
7035,New Zealand,Invercargill,-46.4,168.3500061,9
7083,New Zealand,Winton,-46.15,168.3333282,54
7089,New Zealand,Bluff,-46.6,168.3333282,1
7099,New Zealand,Riverton,-46.35,168.0166626,16
7084,New Zealand,Te Anau,-45.4166667,167.7166595,213
8755,Solomon Islands,Lata,-10.7166667,165.8333282,1
6801,Micronesia,Malem,5.2886111,163.0238953,6
6792,Micronesia,Toynim,5.3147222,163.0036163,290
6798,Micronesia,Tafunsak,5.3630556,162.9822235,181
8754,Solomon Islands,Kirakira,-10.45,161.9166718,153
8752,Solomon Islands,Auki,-8.7666667,160.6999969,158
8753,Solomon Islands,Tulaghi,-9.1,160.1499939,1
8750,Solomon Islands,Honiara,-9.4333333,159.9499969,12
8396,Russia,Petropavlovsk-Kamchatskiy,53.0166667,158.6499939,108
6796,Micronesia,Nan Uh,6.9502778,158.2711182,2
6794,Micronesia,Kolonia,6.9638889,158.2083282,1
6793,Micronesia,Palikir,6.9166667,158.1499939,159
8751,Solomon Islands,Gizo,-8.1,156.8500061,-9999
7702,Papua New Guinea,Buin,-6.8333333,155.7333374,1
7691,Papua New Guinea,Kieta,-6.2166667,155.6333313,64
7667,Papua New Guinea,Arawa,-6.2166667,155.5500031,6
7692,Papua New Guinea,Panguna,-6.25,155.5,878
695,Australia,Ballina,-28.8666667,153.5666656,1
613,Australia,Gold Coast,-28,153.4333344,1
677,Australia,Surfers Paradise,-28.0027378,153.4299927,1
680,Australia,Nerang,-27.9833333,153.3333282,49
649,Australia,Lismore,-28.8135438,153.277298,130
699,Australia,Cleveland,-27.5333333,153.2666626,1
700,Australia,Bongaree,-27.0797222,153.1586151,1
642,Australia,Caloundra,-26.8,153.1333313,1
631,Australia,Coffs Harbour,-30.3,153.1333313,8
639,Australia,Mooloolaba,-26.6833333,153.1166687,-9999
692,Australia,Sawtell,-30.3833333,153.1000061,-9999
689,Australia,Buderim,-26.6833333,153.0500031,43
687,Australia,Deception Bay,-27.2,153.0333405,3
612,Australia,Brisbane,-27.4679357,153.0280914,15
632,Australia,South Brisbane,-27.4833333,153.0166626,17
690,Australia,Nambour,-26.6333333,152.9499969,139
663,Australia,Caboolture,-27.0833333,152.9499969,66
684,Australia,South Grafton,-29.7,152.9499969,78
635,Australia,Port Macquarie,-31.4333333,152.9166718,-9999
638,Australia,Torquay,-25.2833333,152.8666687,-9999
666,Australia,Maryborough,-25.5333333,152.6999969,4
681,Australia,Forster,-32.1666667,152.5166626,-9999
640,Australia,Taree,-31.9,152.4666595,56
7698,Papua New Guinea,Namatanai,-3.6666667,152.4333344,9
634,Australia,Bundaberg,-24.85,152.3500061,7
7671,Papua New Guinea,Kokopo,-4.35,152.2666626,1
7684,Papua New Guinea,Rabaul,-4.2,152.1833344,12
707,Australia,Warwick,-28.2333333,152.0166626,555
624,Australia,Toowoomba,-27.55,151.9666595,560
6795,Micronesia,Tonoas,7.3666667,151.8999939,-9999
6799,Micronesia,Paata,7.3861111,151.8733368,1
6791,Micronesia,Weno,7.4458333,151.8500061,49
614,Australia,Newcastle,-32.9271484,151.776474,1
701,Australia,Raymond Terrace,-32.75,151.75,7
661,Australia,Armidale,-30.5166667,151.6499939,1014
685,Australia,Cessnock,-32.8333333,151.3500061,152
650,Australia,Gladstone,-23.85,151.25,1
608,Australia,Sydney,-33.86785,151.2073212,1
698,Australia,Singleton,-32.5666667,151.1833344,154
675,Australia,Hornsby,-33.7,151.1000061,163
643,Australia,Tamworth,-31.1,150.9333344,545
616,Australia,Wollongong,-34.4333333,150.8833313,26
7679,Papua New Guinea,Kavieng,-2.5666667,150.8000031,1
7695,Papua New Guinea,Samarai,-10.6166667,150.6666718,-9999
622,Australia,Nowra,-34.8833333,150.6000061,1
630,Australia,Rockhampton,-23.3833333,150.5,2
676,Australia,Katoomba,-33.7,150.3000031,720
7673,Papua New Guinea,Kimbe,-5.55,150.1499939,217
664,Australia,Goulburn,-34.75,149.7166595,563
7700,Papua New Guinea,Kandrian,-6.2166667,149.5500031,11
647,Australia,Queanbeyan,-35.35,149.2333374,609
627,Australia,Mackay,-21.15,149.1999969,-9999
615,Australia,Canberra,-35.2834625,149.128067,609
651,Australia,Orange,-33.2833333,149.1000061,652
654,Australia,Dubbo,-32.25,148.6166687,304
7669,Papua New Guinea,Popondetta,-8.7666667,148.2333374,161
7699,Papua New Guinea,Finschhafen,-6.6,147.8500061,-9999
7686,Papua New Guinea,Kokoda,-8.8833333,147.7333374,413
633,Australia,Wagga Wagga,-35.1166667,147.3666687,148
637,Australia,Hobart,-42.9166667,147.3333282,151
693,Australia,Kingston,-42.9666667,147.3166656,23
7687,Papua New Guinea,Lorengau,-2.0166667,147.2666626,-9999
7665,Papua New Guinea,Port Moresby,-9.4647222,147.1925049,50
629,Australia,Launceston,-41.45,147.1666718,105
705,Australia,Sale,-38.1,147.0666656,37
7666,Papua New Guinea,Lae,-6.7333333,147,5
621,Australia,Albury,-36.0833333,146.9166718,170
648,Australia,Wodonga,-36.1166667,146.8833313,153
620,Australia,Townsville,-19.25,146.8000031,1
7678,Papua New Guinea,Wau,-7.3333333,146.7166595,1100
7676,Papua New Guinea,Bulolo,-7.2,146.6499939,794
678,Australia,Traralgon,-38.1833333,146.5333405,119
673,Australia,Devonport,-41.1666667,146.3500061,1
696,Australia,Wangaratta,-36.3666667,146.3333282,148
704,Australia,Moe,-38.1666667,146.2666626,150
688,Australia,Griffith,-34.2833333,146.0333405,117
668,Australia,Burnie,-41.0666667,145.9166718,1
7683,Papua New Guinea,Kainantu,-6.2833333,145.8666687,1558
7670,Papua New Guinea,Madang,-5.2166667,145.8000031,1
7688,Papua New Guinea,Kerema,-7.9666667,145.7666626,1
618,Australia,Cairns,-16.9166667,145.7666626,1
645,Australia,Shepparton,-36.3833333,145.3999939,132
7674,Papua New Guinea,Goroka,-6.0833333,145.3833313,1515
641,Australia,Cranbourne,-38.1,145.2833405,1
665,Australia,Mornington,-38.2166667,145.0333405,1
7682,Papua New Guinea,Kundiawa,-6.0166667,144.9666595,1525
669,Australia,Brunswick,-37.7666667,144.9666595,129
609,Australia,Melbourne,-37.8139966,144.9633179,58
670,Australia,Craigieburn,-37.6,144.9499969,156
672,Australia,Echuca,-36.1333333,144.75,73
653,Australia,Sunbury,-37.5833333,144.7333374,197
646,Australia,Melton,-37.6833333,144.5833282,128
702,Australia,Bacchus Marsh,-37.6833333,144.4499969,129
617,Australia,Geelong,-38.1471126,144.3607025,-9999
619,Australia,Geelong West,-38.1333333,144.3500061,-9999
626,Australia,Bendigo,-36.7666667,144.2833405,234
7668,Papua New Guinea,Mount Hagen,-5.8666667,144.2166595,1997
7696,Papua New Guinea,Angoram,-4.0666667,144.0666656,6
7685,Papua New Guinea,Ialibu,-6.2833333,143.9833374,2005
625,Australia,Ballarat,-37.5666667,143.8500061,465
7701,Papua New Guinea,Laiagam,-5.2833333,143.7666626,1711
7690,Papua New Guinea,Wabag,-5.4833333,143.6999969,2136
7672,Papua New Guinea,Mendi,-6.15,143.6499939,1850
7675,Papua New Guinea,Wewak,-3.55,143.6333313,-9999
7697,Papua New Guinea,Porgera,-5.4666667,143.1999969,3279
7677,Papua New Guinea,Daru,-9.0833333,143.1999969,1
7694,Papua New Guinea,Ambunti,-4.2333333,142.8333282,1
652,Australia,Warrnambool,-38.3833333,142.4833374,1
5532,Japan,Asahikawa,43.7677778,142.370285,112
7689,Papua New Guinea,Aitape,-3.1333333,142.3500061,-9999
706,Australia,Horsham,-36.7166667,142.1999969,116
636,Australia,Mildura,-34.2,142.1499939,60
7693,Papua New Guinea,Morehead,-8.55,141.6499939,37
5571,Japan,Hachinohe,40.5,141.5,20
682,Australia,Broken Hill,-31.95,141.4333344,305
5487,Japan,Sapporo,43.0547222,141.3538818,26
7681,Papua New Guinea,Vanimo,-2.6833333,141.3000031,1
7680,Papua New Guinea,Kiunga,-6.1166667,141.3000031,15
5553,Japan,Morioka,39.7,141.1499939,136
5494,Japan,Sendai,38.2547222,140.8847198,55
5531,Japan,Iwaki,37.05,140.8833313,45
660,Australia,Mount Gambier,-37.8333333,140.7666626,82
5549,Japan,Aomori,40.8211111,140.7511139,3
5558,Japan,Hakodate,41.7758333,140.7366638,9
4924,Indonesia,Jayapura,-2.5333333,140.6999969,287
5554,Japan,Fukushima,37.75,140.4666595,89
5566,Japan,Mito,36.3666667,140.4666595,19
5537,Japan,Koriyama,37.4,140.3833313,242
5564,Japan,Yamagata,38.2527778,140.3374939,177
5544,Japan,Akita,39.7166667,140.1166687,23
5496,Japan,Chiba,35.6,140.1166687,2
5555,Japan,Ichihara,35.5166667,140.0833282,4
5505,Japan,Funabashi,35.6930556,139.9833374,7
5538,Japan,Kashiwa,35.8544444,139.9688873,20
5513,Japan,Ichikawa,35.7197222,139.9247284,14
5509,Japan,Matsudo,35.7833333,139.8999939,20
5514,Japan,Utsunomiya,36.55,139.8666687,116
5575,Japan,Soka,35.8202778,139.8044434,6
5545,Japan,Koshigaya,35.8833333,139.7833405,8
5582,Japan,Kasukabe,35.9763889,139.7536163,8
5511,Japan,Kawaguchi,35.805,139.7205505,5
5491,Japan,Kawasaki,35.5205556,139.7172241,5
5483,Japan,Tokyo,35.6895266,139.6916809,40
5518,Japan,Yokosuka,35.2836111,139.6672211,14
5499,Japan,Nerima,35.7333333,139.6499939,39
5484,Japan,Yokohama,35.45,139.6499939,1
5493,Japan,Yono,35.8833333,139.6333313,18
5579,Japan,Ageo,35.9697222,139.5886078,15
5580,Japan,Chofu,35.6555556,139.5522156,33
662,Australia,Mount Isa,-20.7333333,139.5,438
5540,Japan,Kawagoe,35.9086111,139.4852753,19
5569,Japan,Fuchu,35.6666667,139.4833374,45
5523,Japan,Fujisawa,35.3419444,139.4700012,18
5539,Japan,Tokorozawa,35.7991586,139.4690399,68
5521,Japan,Machida,35.5402778,139.4508362,82
5577,Japan,Minami-rinkan,35.4833333,139.4499969,61
5574,Japan,Chigasaki,35.3261111,139.4038849,8
5576,Japan,Atsugi,35.4388889,139.359726,34
5501,Japan,Sagamihara,35.5530556,139.3544464,86
5563,Japan,Hiratsuka,35.3230556,139.3422241,3
5504,Japan,Hachioji,35.6558333,139.3238831,130
679,Australia,Murray Bridge,-35.1166667,139.2666626,10
5556,Japan,Maebashi,36.3833333,139.0666656,100
5507,Japan,Niigata,37.9166667,139.0500031,1
5568,Japan,Takasaki,36.3333333,139.0166626,91
686,Australia,Gawler,-34.6,138.7333374,72
691,Australia,Crafers,-35,138.6999969,303
5570,Japan,Fuji,35.1666667,138.6833344,67
611,Australia,Adelaide,-34.9333333,138.6000061,65
5498,Japan,Shizuoka,34.9666667,138.3833313,22
5530,Japan,Nagano,36.65,138.1833344,373
6800,Micronesia,Tamil,9.5166667,138.1499939,11
6797,Micronesia,Colonia,9.5144444,138.1291656,-9999
5581,Japan,Matsumoto,36.2333333,137.9666595,590
697,Australia,Port Augusta,-32.5,137.7666626,7
5503,Japan,Hamamatsu,34.7,137.7333374,12
671,Australia,Whyalla,-33.0333333,137.5833282,1
5526,Japan,Toyohashi,34.7666667,137.3833313,19
5543,Japan,Toyama,36.6833333,137.2166595,29
5534,Japan,Okazaki,34.95,137.1666718,28
5529,Japan,Toyota,35.0833333,137.1499939,48
5548,Japan,Kasugai,35.2476212,136.97229,44
5486,Japan,Nagoya,35.1814728,136.9064026,14
5557,Japan,Ichinomiya,35.3,136.8000031,14
5522,Japan,Gifu,35.4229095,136.7603912,58
5512,Japan,Kanazawa,36.5666667,136.6499939,36
5552,Japan,Yokkaichi,34.9666667,136.6166687,12
5565,Japan,Fukui,36.0644338,136.2225647,17
5550,Japan,Otsu,35,135.8666687,163
5528,Japan,Nara,34.6850548,135.8048553,81
5489,Japan,Kyoto,35.02107,135.7538452,86
5520,Japan,Hirakata,34.8135214,135.6491394,8
5533,Japan,Takatsuki,34.8483254,135.6167755,22
5559,Japan,Yao,34.6166667,135.6000061,10
5562,Japan,Ibaraki,34.8164106,135.5682831,17
5535,Japan,Suita,34.761429,135.5156708,10
5485,Japan,Osaka,34.6937398,135.502182,4
5524,Japan,Toyonaka,34.7824391,135.4693146,14
5497,Japan,Sakai,34.5833333,135.4666595,4
5516,Japan,Amagasaki,34.7166667,135.4166718,4
5578,Japan,Takarazuka,34.7993561,135.3569641,49
5510,Japan,Nishinomiya,34.7166667,135.3333282,1
5527,Japan,Shimminatocho,34.1833333,135.1999969,65
5488,Japan,Kobe,34.6833333,135.1666718,29
8334,Russia,Khabarovsk Vtoroy,48.4430556,135.1355591,49
8333,Russia,Khabarovsk,48.4808333,135.0927734,81
5536,Japan,Wakayama,34.0902778,135.0899963,-9999
5551,Japan,Akashi,34.6333333,134.9833374,-9999
5560,Japan,Kakogawa,34.7666667,134.8500061,23
5508,Japan,Himeji,34.8166667,134.6999969,22
7561,Palau,Ulimang,7.6216667,134.6388855,1
7558,Palau,Melekeok,7.4933333,134.6341705,1
7557,Palau,Ngermechau,7.5513889,134.6330566,11
7562,Palau,Ollei,7.7172222,134.6122284,1
7563,Palau,Oikull,7.3655556,134.5836182,1
5561,Japan,Tokushima,34.0666667,134.5666656,10
7555,Palau,Airai,7.3575,134.557785,-9999
7560,Palau,Imeong,7.5275,134.5255585,20
7564,Palau,Ngetkib,7.3619444,134.5122223,-9999
7554,Palau,Meyungs,7.3519444,134.4544373,1
7556,Palau,Kloulklubed,7.0394444,134.2525024,1
7559,Palau,Ngaramasch,6.9013889,134.1294403,1
5542,Japan,Takamatsu,34.3333333,134.0500031,20
5502,Japan,Okayama,34.65,133.9166718,30
657,Australia,Alice Springs,-23.7,133.8833313,609
5517,Japan,Kurashiki,34.5833333,133.7666626,82
5541,Japan,Kochi,33.55,133.5500031,10
5525,Japan,Fukuyama,34.4833333,133.3666687,49
5492,Japan,Hiroshima,34.4,132.4499969,26
8331,Russia,Vladivostok,43.1056202,131.8735352,5
5515,Japan,Oita,33.2372222,131.6044464,41
5546,Japan,Miyazaki,31.9,131.4333344,7
4938,Indonesia,Sorong,-0.8833333,131.25,32
2331,China,Shuangyashan,46.6361111,131.1538849,176
658,Australia,Palmerston,-12.4860237,130.9832916,6
5567,Japan,Shimonoseki,33.95,130.9499969,-9999
623,Australia,Darwin,-12.4611337,130.8418427,-9999
5495,Japan,Kitakyushu,33.8333333,130.8333282,218
5500,Japan,Kumamoto,32.8,130.7166595,23
5506,Japan,Kagoshima,31.6,130.5500031,58
5572,Japan,Kurume,33.3166667,130.5166626,7
7428,Norway,Ungsang-nodongjagu,42.3577778,130.4622192,30
5490,Japan,Fukuoka,33.5833333,130.3999939,10
7389,Norway,Sonbong,42.3422222,130.3966675,29
7383,Norway,Aoji-ri,42.5205556,130.3952789,30
2303,China,Hegang,47.4,130.3666687,207
7371,Norway,Najin,42.2488889,130.3002777,9
7417,Norway,Kyongwon,42.8136111,130.152771,81
7401,Norway,Onsong,42.9572222,129.9933319,84
5519,Japan,Nagasaki,32.755,129.8683319,18
7394,Norway,Namyang-dong,42.95,129.8666687,184
7361,Norway,Chongjin,41.7955556,129.7758331,4
7377,Norway,Hoeryong,42.4427778,129.7508392,218
8380,Russia,Yakutsk,62.0338889,129.7330627,126
5573,Japan,Sasebo,33.1591667,129.7227783,1
7418,Norway,Puryong,42.0605556,129.7116699,167
7419,Norway,Komusan 1-tong,42.1091667,129.6999969,227
7384,Norway,Nanam,41.7136111,129.6844482,26
7421,Norway,Hoemul-li,41.4338889,129.6699982,4
7422,Norway,Sungam-nodongjagu,41.6697222,129.6688843,8
7382,Norway,Kyongsong,41.5877778,129.6061096,11
2318,China,Mudanjiang,44.5833333,129.6000061,246
7412,Norway,Hau-ri,41.2005556,129.4702759,128
8965,"Korea, South",Hunghae,36.1125,129.3522186,9
8960,"Korea, South",Yonil,35.9941667,129.3450012,2
7373,Norway,Kilju,40.9641667,129.327774,134
8908,"Korea, South",Ulsan,35.5372222,129.3166656,6
8958,"Korea, South",Kijang,35.2441667,129.2138824,27
7396,Norway,Musan-up,42.2294444,129.2130585,488
8926,"Korea, South",Kyongju,35.8427778,129.2116699,43
8938,"Korea, South",Ungsang,35.4061111,129.1686096,115
8932,"Korea, South",Tonghae,37.5438889,129.1069489,30
8902,"Korea, South",Pusan,35.1027778,129.0402832,7
8945,"Korea, South",Yangsan,35.3386111,129.0386047,11
8954,"Korea, South",Taebaek,37.1730556,128.9861145,735
8924,"Korea, South",Kangnung,37.7555556,128.8961182,15
8914,"Korea, South",Kimhae,35.2341667,128.8811035,21
8961,"Korea, South",Hayang,35.9133333,128.8200073,52
7420,Norway,Sungjibaegam,41.2427778,128.7988892,1460
8953,"Korea, South",Miryang,35.4933333,128.7488861,18
8929,"Korea, South",Kyongsan,35.8233333,128.7377777,58
8970,"Korea, South",Chinyong,35.3041667,128.7316742,20
8930,"Korea, South",Andong,36.5655556,128.7250061,94
8928,"Korea, South",Chinhae,35.1494444,128.659729,29
7390,Norway,Iwon-up,40.3230556,128.6552734,1
8937,"Korea, South",Yongju,36.8216667,128.6308289,136
8939,"Korea, South",Sinhyon,34.8825,128.6266632,10
8903,"Korea, South",Taegu,35.8702778,128.5911102,41
8944,"Korea, South",Koje,34.8502778,128.5886078,3
8915,"Korea, South",Masan,35.2080556,128.5724945,19
8941,"Korea, South",Naeso,35.2497222,128.5200043,136
8947,"Korea, South",Hwawon,35.8016667,128.5008392,44
8973,"Korea, South",Yongwol,37.1872222,128.4733276,215
8968,"Korea, South",Waegwan,35.9888889,128.3972168,28
8919,"Korea, South",Kumi,36.1272222,128.3447266,33
8971,"Korea, South",Kosong,34.9727778,128.3236084,4
8981,"Korea, South",Sonsan,36.2408333,128.2975006,41
7399,Norway,Kapsan-up,41.0902778,128.293335,810
4868,Indonesia,Ambon,-3.7166667,128.1999969,297
7367,Norway,Hyesan-dong,41.4,128.1833344,753
8952,"Korea, South",Sangju,36.4152778,128.160553,57
7369,Norway,Yuktae-dong,40.0247222,128.159729,2
8918,"Korea, South",Chinju,35.1927778,128.0847168,38
7370,Norway,Hongwon,40.0252778,127.9558334,12
8922,"Korea, South",Wonju,37.3513889,127.9452744,131
7405,Norway,Samho-rodongjagu,39.9475,127.871109,1
8976,"Korea, South",Yongdong,36.175,127.7763901,126
8916,"Korea, South",Yosu,34.7441667,127.7377777,51
5547,Japan,Naha,26.2072222,127.6733322,-9999
8964,"Korea, South",Yoju,37.2938889,127.6377792,45
7358,Norway,Hungnam,39.8316667,127.6186142,1
7398,Norway,Hoeyang,38.7102778,127.5983353,359
8936,"Korea, South",Kwangyang,34.9752778,127.5891647,8
7357,Norway,Hamhung,39.9183333,127.5363922,11
8386,Russia,Blagoveshchensk,50.2666667,127.5333328,133
7385,Norway,Anbyon-up,39.0425,127.5238876,9
8948,"Korea, South",Pubal,37.2916667,127.5077744,49
8974,"Korea, South",Kumsan,36.1030556,127.4888916,146
7395,Norway,Yonggwang-up,40.0183333,127.4547195,31
7360,Norway,Wonsan,39.1527778,127.4436111,-9999
8904,"Korea, South",Taejon,36.3213889,127.4197235,55
7392,Norway,Kosan-up,38.8558333,127.4180527,192
7410,Norway,Sinsang-ni,39.6502778,127.4058304,2
8951,"Korea, South",Namwon,35.41,127.3858337,93
8983,"Korea, South",Polgyo,34.8430556,127.3433304,7
8931,"Korea, South",Hwado,37.6525,127.3075027,83
8946,"Korea, South",Ansong,37.0108333,127.2702789,38
8940,"Korea, South",Kwangju,37.4091667,127.2591629,42
7397,Norway,Kowon-up,39.4380556,127.2430573,2
8934,"Korea, South",Wabu,37.5897222,127.2202759,24
8935,"Korea, South",Namyangju,37.6366667,127.2141647,56
8927,"Korea, South",Hanam,37.54,127.2055588,31
8909,"Korea, South",Chonju,35.8219444,127.1488876,29
8923,"Korea, South",Kuri,37.5947222,127.1427765,21
8907,"Korea, South",Songnam,37.4386111,127.1377792,50
8969,"Korea, South",Songhwan,36.9155556,127.1313858,9
8943,"Korea, South",Kongju,36.4555556,127.1247253,27
8975,"Korea, South",Yonmu,36.1294444,127.0999985,14
8956,"Korea, South",Nonsan,36.2038889,127.0847244,1
8925,"Korea, South",Osan,37.145,127.0694427,17
8912,"Korea, South",Uijongbu,37.7486111,127.038887,45
8906,"Korea, South",Suwon,37.2841667,127.019165,61
8933,"Korea, South",Asan,36.7836111,127.0041656,15
8901,"Korea, South",Seoul,37.5663889,126.9997253,46
8950,"Korea, South",Hwasun,35.0594444,126.9850006,69
8920,"Korea, South",Iksan,35.9438889,126.9544449,10
8911,"Korea, South",Anyang,37.3925,126.9269409,32
8905,"Korea, South",Kwangju,35.1547222,126.9155579,31
8967,"Korea, South",Puyo,36.2819444,126.9124985,8
8955,"Korea, South",Kimje,35.8016667,126.8888855,13
7425,Norway,Sangsong-ni,39.1694444,126.8855591,295
8913,"Korea, South",Kwangmyong,37.4772222,126.8663864,29
